project_category,project_budget_usd,project_deadline_days,fl_experience_level,fl_hourly_rate,fl_n_projects,fl_completion_rate,fl_on_time_rate,fl_avg_rating,fl_dispute_rate,fl_repeat_client_rate,fl_available_in_days,fl_hours_per_week,fl_avg_response_hours,fl_portfolio_score,budget_match_score,deadline_feasible,category_match,exp_level_num,success,project_category_enc
marketing,2000,30,mid,30.38,109,0.826,0.688,4.32,0.154,0.605,3,40,33.1,1.8,0.608,1,1,2,0,3
dev,1000,7,senior,42.04,67,0.902,0.858,4.27,0.082,0.773,0,40,0.8,7.3,0.318,1,0,3,1,2
dev,1000,60,mid,43.67,54,0.621,0.54,3.58,0.207,0.639,0,40,4.5,4.1,0.253,1,1,2,1,2
writing,1000,60,senior,51.22,66,0.877,0.845,4.41,0.106,0.621,3,30,4.9,5.3,-0.049,1,1,3,1,4
design,5000,60,mid,26.22,27,0.759,0.875,4.65,0.166,0.74,14,30,20.6,4.0,0.21,1,1,2,1,1
data,500,7,mid,37.2,17,0.798,0.689,4.38,0.168,0.876,1,20,8.5,2.6,-0.976,1,1,2,1,0
design,2000,30,mid,28.56,17,0.796,0.744,3.9,0.19,0.669,1,30,5.4,3.8,0.571,1,1,2,1,1
data,2000,60,expert,122.24,152,0.998,1.0,4.88,0.045,0.816,1,40,1.2,6.1,-0.445,1,1,4,0,0
design,500,60,mid,35.53,11,0.698,0.612,4.08,0.203,0.613,0,30,0.5,2.3,-0.842,1,1,2,1,1
dev,10000,7,junior,24.2,14,0.7,0.626,3.46,0.2,0.435,0,30,3.3,2.0,0.097,1,1,1,1,2
design,1000,14,senior,93.44,11,0.843,0.831,4.53,0.101,0.855,0,20,15.9,6.3,-1.0,1,0,3,0,1
design,2000,7,senior,67.16,41,0.957,0.772,4.56,0.125,0.789,7,10,1.6,5.4,0.657,0,1,3,1,1
marketing,2000,7,senior,57.06,6,0.959,0.992,4.17,0.095,0.758,0,30,0.4,5.0,0.859,1,1,3,1,3
design,10000,30,senior,65.16,21,0.749,0.842,4.53,0.104,0.747,3,10,0.0,5.0,0.261,1,1,3,1,1
writing,2000,14,junior,11.63,30,0.598,0.519,3.17,0.176,0.597,7,40,0.9,0.0,0.233,0,1,1,1,4
writing,2000,7,mid,34.56,1,0.954,0.588,3.16,0.174,0.612,1,10,8.7,3.7,0.691,1,1,2,0,4
data,2000,60,junior,12.1,18,0.522,0.535,3.09,0.251,0.377,14,10,12.6,0.8,0.242,1,1,1,1,0
writing,500,14,junior,13.85,1,0.67,0.557,4.12,0.193,0.624,0,30,3.7,3.3,0.892,1,1,1,0,4
data,500,60,mid,38.73,11,0.762,0.821,3.58,0.195,0.653,0,20,0.2,4.1,-1.0,1,1,2,1,0
data,5000,7,expert,44.21,62,0.977,0.836,4.09,0.058,0.681,7,20,7.8,9.3,0.354,0,1,4,1,0
design,5000,60,junior,12.4,28,0.581,0.632,4.04,0.195,0.567,7,40,1.3,2.9,0.099,1,1,1,1,1
dev,2000,30,senior,74.2,1,0.932,0.794,4.76,0.074,0.757,7,10,5.0,4.4,0.516,1,1,3,1,2
dev,10000,60,mid,37.92,55,0.776,0.785,3.55,0.157,0.682,14,30,1.8,6.8,0.152,1,1,2,1,2
design,1000,60,mid,27.76,25,0.734,0.612,3.91,0.114,0.773,14,20,4.1,3.9,0.89,1,1,2,1,1
data,2000,30,senior,49.89,2,0.896,0.681,4.75,0.105,0.754,1,20,1.6,4.5,0.998,1,1,3,0,0
dev,500,14,mid,42.22,0,0.0,0.0,0.0,0.0,0.0,7,40,0.2,4.4,-1.0,0,1,2,1,2
writing,20000,7,expert,112.93,37,0.914,0.807,4.79,0.125,0.798,0,40,0.5,8.1,0.226,1,1,4,1,4
marketing,10000,30,junior,21.0,6,0.627,0.668,2.69,0.179,0.556,0,30,3.8,2.0,0.084,1,0,1,1,3
writing,500,30,junior,19.74,7,0.568,0.525,3.74,0.225,0.525,1,20,7.5,3.1,0.421,1,1,1,1,4
data,1000,30,expert,122.24,152,0.998,1.0,4.88,0.045,0.816,1,40,1.2,6.1,-1.0,1,1,4,1,0
writing,1000,60,mid,16.92,3,0.844,0.666,3.67,0.206,0.595,0,10,4.4,4.4,0.677,1,0,2,0,4
data,20000,7,expert,135.23,200,0.923,0.811,4.62,0.009,0.688,3,20,14.4,9.3,0.27,1,1,4,1,0
marketing,1000,90,expert,78.23,105,0.979,0.728,4.65,0.03,0.661,7,10,0.5,9.0,-1.0,1,1,4,1,3
dev,2000,60,mid,23.37,18,0.762,0.717,3.94,0.141,0.743,1,20,4.4,3.6,0.467,1,1,2,1,2
design,5000,14,junior,14.81,40,0.699,0.609,3.17,0.188,0.574,1,10,6.2,0.6,0.118,1,0,1,0,1
marketing,2000,14,junior,13.38,7,0.486,0.688,3.47,0.219,0.512,7,20,7.9,2.2,0.268,0,0,1,0,3
marketing,1000,14,senior,99.75,62,0.795,0.853,4.77,0.066,0.781,0,10,1.1,7.3,-1.0,1,1,3,0,3
design,1000,60,senior,57.18,17,0.757,0.715,4.74,0.043,0.757,1,20,8.4,7.4,-0.287,1,0,3,1,1
writing,10000,14,mid,38.29,4,0.779,0.796,4.85,0.152,0.557,0,20,9.8,2.3,0.153,1,1,2,1,4
data,500,14,junior,10.64,20,0.854,0.641,3.48,0.235,0.504,14,30,4.9,0.9,0.851,0,1,1,1,0
dev,1000,30,junior,24.2,14,0.7,0.626,3.46,0.2,0.435,0,30,3.3,2.0,0.968,1,1,1,1,2
design,500,60,senior,46.14,108,0.959,0.944,4.03,0.126,0.613,3,20,0.5,7.5,-1.0,1,1,3,1,1
writing,2000,14,mid,47.35,6,0.893,0.807,3.84,0.159,0.62,14,30,6.6,4.1,0.947,0,1,2,1,4
marketing,1000,30,mid,18.11,52,0.739,0.817,3.94,0.16,0.7,1,20,4.8,4.5,0.724,1,1,2,0,3
dev,1000,30,mid,42.41,12,0.773,0.891,3.52,0.096,0.742,1,20,5.7,4.3,0.304,1,1,2,1,2
design,5000,90,mid,37.17,91,0.667,0.79,3.07,0.149,0.618,1,40,0.6,2.7,0.297,1,1,2,0,1
dev,2000,14,senior,74.2,1,0.932,0.794,4.76,0.074,0.757,7,10,5.0,4.4,0.516,0,1,3,1,2
marketing,2000,14,junior,19.74,7,0.568,0.525,3.74,0.225,0.525,1,20,7.5,3.1,0.395,1,0,1,1,3
design,10000,90,mid,39.41,24,0.813,0.711,4.03,0.209,0.677,1,10,6.4,3.5,0.158,1,0,2,1,1
design,1000,30,junior,19.19,23,0.686,0.579,3.7,0.198,0.503,7,10,5.4,2.9,0.768,1,1,1,1,1
marketing,1000,14,senior,55.62,69,0.684,0.837,4.56,0.104,0.613,1,30,0.8,6.1,-0.225,1,1,3,1,3
design,500,7,senior,59.84,59,0.917,0.965,4.61,0.097,1.0,0,30,5.1,6.9,-1.0,1,1,3,1,1
writing,2000,30,expert,73.4,8,0.99,0.988,4.55,0.068,0.865,3,10,0.7,8.1,0.532,1,0,4,1,4
marketing,1000,14,mid,44.55,14,0.925,0.792,4.03,0.177,0.618,1,10,1.7,4.5,0.218,1,1,2,1,3
design,10000,90,junior,13.2,17,0.799,0.789,3.9,0.229,0.488,7,20,0.5,2.8,0.053,1,1,1,1,1
design,2000,60,senior,69.99,55,0.959,0.73,4.6,0.095,0.861,1,30,0.3,6.5,0.6,1,1,3,1,1
dev,2000,60,mid,14.78,50,0.72,0.631,3.56,0.118,0.632,3,30,4.0,4.8,0.296,1,1,2,1,2
dev,2000,30,senior,28.15,12,0.87,0.747,4.1,0.158,0.824,1,40,15.4,4.3,0.563,1,1,3,1,2
marketing,2000,90,expert,96.51,46,0.907,1.0,4.51,0.12,1.0,0,20,2.0,7.5,0.07,1,1,4,1,3
data,2000,7,junior,12.66,32,0.669,0.444,3.38,0.225,0.351,1,30,30.8,2.4,0.253,1,1,1,1,0
data,500,60,mid,31.94,32,0.777,0.946,3.94,0.139,0.617,7,20,1.5,5.6,-0.555,1,1,2,1,0
dev,500,30,junior,11.02,30,0.562,0.479,3.36,0.189,0.7,3,10,8.7,2.0,0.882,1,1,1,1,2
marketing,5000,60,senior,58.15,4,0.746,0.86,3.78,0.117,0.699,14,30,7.9,5.1,0.465,1,1,3,1,3
writing,20000,60,junior,11.63,30,0.598,0.519,3.17,0.176,0.597,7,40,0.9,0.0,0.023,1,1,1,0,4
writing,1000,14,senior,57.9,74,0.913,0.636,4.11,0.152,0.821,0,30,1.6,6.5,-0.316,1,1,3,1,4
data,2000,14,mid,17.14,33,0.763,0.813,4.79,0.155,0.703,3,40,9.6,4.0,0.343,1,1,2,1,0
dev,20000,60,mid,28.79,17,0.904,0.568,3.24,0.211,0.886,1,10,4.1,3.9,0.058,1,1,2,1,2
data,10000,30,mid,29.65,9,0.827,0.806,3.43,0.172,0.697,3,10,0.3,3.1,0.119,1,1,2,1,0
design,1000,14,senior,80.04,34,0.843,0.89,4.52,0.079,0.659,7,20,10.9,5.6,-1.0,0,1,3,0,1
dev,2000,90,mid,25.41,7,0.779,0.754,3.56,0.157,0.645,0,20,13.3,3.6,0.508,1,1,2,1,2
design,2000,60,senior,79.55,17,0.851,1.0,4.68,0.111,0.94,0,10,2.3,5.2,0.409,1,1,3,1,1
marketing,500,30,mid,34.68,1,0.801,0.839,4.13,0.077,0.699,1,40,21.2,2.9,-0.774,1,1,2,1,3
design,500,14,expert,73.4,8,0.99,0.988,4.55,0.068,0.865,3,10,0.7,8.1,-1.0,1,1,4,1,1
writing,1000,30,mid,39.46,17,0.98,0.685,4.66,0.142,0.543,0,10,2.1,3.7,0.422,1,1,2,1,4
dev,1000,30,junior,9.03,19,0.71,0.667,2.63,0.181,0.74,1,30,0.1,3.0,0.361,1,1,1,1,2
marketing,500,60,mid,29.87,16,0.88,0.648,4.15,0.113,0.857,3,30,12.7,5.8,-0.39,1,1,2,1,3
marketing,20000,60,junior,10.02,44,0.633,0.504,3.08,0.201,0.534,3,20,0.4,0.3,0.02,1,1,1,1,3
dev,500,60,mid,25.41,7,0.779,0.754,3.56,0.157,0.645,0,20,13.3,3.6,-0.033,1,1,2,0,2
dev,1000,60,senior,21.89,20,0.77,0.812,4.34,0.107,0.705,0,30,0.5,5.1,0.876,1,1,3,1,2
marketing,1000,30,mid,37.13,8,0.655,0.607,3.91,0.185,0.758,0,20,0.4,2.5,0.515,1,1,2,1,3
dev,5000,30,junior,19.47,8,0.733,0.529,3.75,0.205,0.818,3,30,10.0,1.3,0.156,1,0,1,1,2
marketing,1000,14,senior,79.18,57,0.924,0.934,4.18,0.094,0.944,0,30,2.0,6.6,-1.0,1,0,3,1,3
writing,5000,60,junior,19.74,7,0.568,0.525,3.74,0.225,0.525,1,20,7.5,3.1,0.158,1,1,1,1,4
marketing,5000,14,mid,35.2,120,0.588,0.689,4.5,0.19,0.661,1,30,13.3,3.9,0.282,1,1,2,1,3
dev,5000,60,mid,38.36,40,0.796,0.722,3.93,0.136,0.732,0,20,4.1,3.2,0.307,1,1,2,1,2
design,1000,7,mid,34.43,4,0.787,0.623,4.28,0.22,0.678,0,30,11.0,4.5,0.623,1,1,2,1,1
writing,2000,60,senior,81.96,71,0.988,0.667,4.51,0.068,0.729,14,30,3.1,6.7,0.361,1,1,3,1,4
dev,5000,60,expert,96.25,104,1.0,0.937,4.92,0.045,0.867,30,10,6.9,7.4,0.77,0,0,4,1,2
writing,10000,60,junior,10.76,87,0.71,0.781,3.47,0.19,0.499,0,20,2.0,1.5,0.043,1,1,1,0,4
marketing,2000,14,senior,65.17,2,0.861,0.909,4.45,0.101,0.829,1,40,6.7,5.9,0.697,1,1,3,1,3
design,1000,14,senior,79.18,57,0.924,0.934,4.18,0.094,0.944,0,30,2.0,6.6,-1.0,1,1,3,1,1
data,5000,90,mid,49.38,13,0.708,0.811,3.95,0.111,0.768,0,30,2.0,2.6,0.395,1,1,2,0,0
dev,1000,60,senior,47.26,13,0.965,0.774,4.82,0.123,0.953,1,20,6.0,5.5,0.11,1,1,3,1,2
design,1000,30,expert,167.0,23,0.859,1.0,4.3,0.065,0.692,3,10,4.1,8.9,-1.0,1,1,4,0,1
writing,1000,30,junior,19.17,9,0.659,0.557,3.74,0.161,0.705,1,20,4.1,1.0,0.767,1,1,1,1,4
writing,1000,60,mid,48.74,3,0.71,0.49,4.03,0.203,0.517,7,10,1.3,4.1,0.05,1,0,2,0,4
data,2000,30,junior,18.0,8,0.767,0.548,3.17,0.209,0.578,14,10,1.1,2.7,0.36,1,1,1,1,0
design,20000,60,junior,14.5,5,0.638,0.503,3.31,0.197,0.813,3,10,5.6,1.0,0.029,1,0,1,1,1
marketing,1000,90,senior,42.04,67,0.902,0.858,4.27,0.082,0.773,0,40,0.8,7.3,0.318,1,1,3,1,3
dev,2000,60,junior,11.02,30,0.562,0.479,3.36,0.189,0.7,3,10,8.7,2.0,0.22,1,1,1,0,2
marketing,2000,30,senior,58.15,4,0.746,0.86,3.78,0.117,0.699,14,30,7.9,5.1,0.837,1,1,3,1,3
design,20000,60,senior,49.19,174,0.909,0.865,4.21,0.106,0.769,7,30,1.5,8.1,0.098,1,1,3,1,1
design,5000,30,senior,52.17,70,0.948,0.84,4.38,0.057,0.891,0,10,7.1,6.5,0.417,1,1,3,1,1
marketing,500,60,expert,115.39,112,0.909,0.969,4.44,0.07,0.791,0,30,4.7,7.8,-1.0,1,1,4,1,3
writing,1000,60,senior,57.9,74,0.913,0.636,4.11,0.152,0.821,0,30,1.6,6.5,-0.316,1,1,3,1,4
dev,2000,14,senior,82.33,33,0.841,0.838,5.0,0.058,0.942,7,20,3.7,7.3,0.353,0,1,3,1,2
data,5000,60,mid,39.86,20,0.873,0.721,4.24,0.139,0.69,7,10,3.4,3.9,0.319,1,1,2,0,0
writing,2000,30,senior,62.39,85,0.881,0.685,3.96,0.086,0.698,14,40,2.8,7.7,0.752,1,0,3,1,4
dev,5000,90,senior,68.7,84,0.772,0.766,4.14,0.077,0.693,14,30,0.3,5.3,0.55,1,1,3,1,2
design,1000,14,junior,15.05,10,0.707,0.644,3.41,0.237,0.443,7,30,1.0,2.1,0.602,0,1,1,1,1
marketing,500,30,mid,35.0,19,0.766,0.629,3.17,0.198,0.574,0,20,7.8,1.3,-0.8,1,0,2,1,3
marketing,10000,30,junior,12.53,11,0.719,0.531,3.25,0.224,0.548,0,30,3.2,0.7,0.05,1,1,1,0,3
writing,1000,60,junior,19.68,2,0.605,0.488,3.58,0.266,0.512,0,20,3.2,1.3,0.787,1,0,1,0,4
data,2000,14,mid,20.65,1,0.681,0.846,4.17,0.141,0.633,3,10,0.6,4.6,0.413,1,1,2,1,0
design,10000,60,mid,32.13,15,0.864,0.886,3.79,0.143,0.65,30,10,5.0,3.6,0.129,0,0,2,0,1
data,500,60,senior,72.19,107,0.849,0.807,4.4,0.125,0.631,30,30,1.8,6.6,-1.0,0,1,3,1,0
writing,10000,14,mid,23.12,42,0.803,0.594,4.09,0.149,0.518,0,10,1.5,5.2,0.092,1,1,2,1,4
design,10000,7,senior,43.23,120,0.893,0.793,4.3,0.068,0.559,3,40,0.9,7.1,0.173,1,0,3,1,1
writing,1000,14,expert,112.93,155,0.949,0.695,4.42,0.085,0.737,7,20,12.2,8.5,-1.0,0,1,4,1,4
writing,20000,30,mid,42.45,9,0.795,0.76,3.42,0.182,0.737,1,20,5.8,3.3,0.085,1,1,2,1,4
marketing,500,30,junior,13.92,25,0.62,0.623,3.35,0.249,0.449,0,20,13.6,2.3,0.886,1,1,1,1,3
design,500,30,mid,34.13,36,0.832,0.805,3.88,0.15,0.599,3,30,5.2,3.9,-0.73,1,1,2,1,1
design,10000,14,mid,39.06,23,0.847,0.585,3.88,0.106,0.811,30,20,4.0,4.8,0.156,0,1,2,0,1
design,5000,30,senior,73.22,87,0.832,0.949,4.68,0.111,0.887,0,20,0.5,4.4,0.586,1,1,3,1,1
dev,10000,30,junior,27.53,29,0.648,0.422,3.15,0.21,0.601,30,20,4.8,2.3,0.11,0,1,1,1,2
design,500,30,senior,77.75,8,0.861,0.802,4.13,0.062,0.724,3,20,0.2,7.0,-1.0,1,1,3,1,1
data,1000,60,mid,44.59,9,0.864,0.831,4.0,0.136,0.763,0,20,11.2,5.2,0.216,1,1,2,0,0
dev,2000,30,mid,30.57,139,0.962,0.771,3.73,0.206,0.8,14,10,2.0,5.8,0.611,1,1,2,1,2
dev,2000,7,mid,22.01,53,0.807,0.717,3.86,0.204,0.72,0,10,9.7,3.4,0.44,1,1,2,1,2
design,5000,30,senior,77.75,8,0.861,0.802,4.13,0.062,0.724,3,20,0.2,7.0,0.622,1,1,3,1,1
dev,20000,30,mid,22.07,137,0.73,0.889,4.26,0.165,0.607,0,40,25.8,5.6,0.044,1,1,2,0,2
writing,500,30,senior,47.26,13,0.965,0.774,4.82,0.123,0.953,1,20,6.0,5.5,-1.0,1,0,3,1,4
design,500,14,mid,48.19,6,0.555,0.567,3.93,0.138,0.83,3,30,6.8,1.7,-1.0,1,1,2,1,1
marketing,500,60,junior,10.02,44,0.633,0.504,3.08,0.201,0.534,3,20,0.4,0.3,0.802,1,1,1,1,3
data,5000,60,mid,44.59,9,0.864,0.831,4.0,0.136,0.763,0,20,11.2,5.2,0.357,1,1,2,0,0
data,10000,60,senior,31.26,58,0.882,0.862,4.72,0.078,0.785,3,20,2.7,6.1,0.125,1,1,3,0,0
marketing,10000,90,mid,49.36,2,0.643,0.652,3.65,0.151,0.646,3,20,1.9,3.1,0.197,1,1,2,1,3
design,1000,30,mid,54.5,40,0.815,0.583,4.44,0.182,0.609,3,40,13.7,5.0,-0.18,1,1,2,1,1
data,20000,30,mid,39.46,56,0.81,0.809,4.5,0.134,0.618,3,30,0.1,2.9,0.079,1,1,2,1,0
marketing,2000,7,junior,19.21,2,0.654,0.464,3.27,0.178,0.433,14,20,31.3,2.0,0.384,0,0,1,0,3
data,500,30,expert,132.1,51,0.972,0.839,4.31,0.018,0.779,1,20,0.7,8.9,-1.0,1,1,4,1,0
data,1000,14,senior,111.41,38,0.893,0.987,4.35,0.143,0.918,1,30,8.2,6.5,-1.0,1,0,3,1,0
data,2000,30,mid,29.65,9,0.827,0.806,3.43,0.172,0.697,3,10,0.3,3.1,0.593,1,1,2,1,0
dev,500,90,senior,75.08,6,0.835,0.808,4.07,0.128,0.786,7,40,11.0,7.0,-1.0,1,1,3,1,2
data,1000,60,mid,39.46,56,0.81,0.809,4.5,0.134,0.618,3,30,0.1,2.9,0.422,1,1,2,1,0
data,1000,60,mid,26.38,173,0.715,0.812,3.99,0.151,0.582,0,20,1.6,5.3,0.945,1,0,2,1,0
data,2000,7,expert,135.23,200,0.923,0.811,4.62,0.009,0.688,3,20,14.4,9.3,-0.705,1,1,4,1,0
dev,500,60,expert,85.63,27,0.861,0.918,4.97,0.031,0.907,3,30,10.7,7.6,-1.0,1,1,4,1,2
design,500,30,senior,74.64,5,1.0,0.885,5.0,0.099,0.836,1,30,10.5,5.9,-1.0,1,0,3,0,1
design,5000,30,junior,21.46,59,0.504,0.601,2.94,0.203,0.343,0,20,10.3,0.1,0.172,1,1,1,1,1
writing,5000,14,mid,39.41,24,0.813,0.711,4.03,0.209,0.677,1,10,6.4,3.5,0.315,1,1,2,1,4
data,10000,30,junior,12.66,32,0.669,0.444,3.38,0.225,0.351,1,30,30.8,2.4,0.051,1,1,1,0,0
writing,10000,7,mid,24.92,186,0.945,0.646,4.05,0.132,0.642,14,40,3.3,2.3,0.1,0,1,2,1,4
design,5000,30,senior,43.41,56,0.91,0.813,4.46,0.116,0.832,1,30,4.8,7.3,0.347,1,1,3,1,1
dev,500,90,mid,24.87,38,0.621,0.756,4.01,0.05,0.618,7,40,2.7,3.0,0.01,1,1,2,1,2
writing,1000,60,junior,13.91,19,0.487,0.73,3.54,0.262,0.49,1,40,19.5,0.5,0.556,1,1,1,1,4
dev,10000,7,mid,20.08,10,0.893,0.75,4.0,0.129,0.617,7,20,2.2,3.5,0.08,0,1,2,0,2
writing,1000,14,senior,52.2,36,1.0,0.855,3.75,0.09,0.703,0,30,1.0,6.7,-0.088,1,1,3,1,4
dev,5000,90,mid,21.02,15,0.814,0.816,4.02,0.198,0.7,7,30,1.7,3.8,0.168,1,1,2,1,2
data,5000,14,junior,12.31,47,0.781,0.522,3.49,0.166,0.751,3,30,9.8,1.5,0.098,1,0,1,0,0
design,500,30,expert,85.63,27,0.861,0.918,4.97,0.031,0.907,3,30,10.7,7.6,-1.0,1,0,4,1,1
marketing,10000,60,senior,76.45,22,0.855,0.967,4.72,0.012,0.68,0,30,2.4,6.9,0.306,1,1,3,1,3
marketing,10000,60,junior,17.21,52,0.621,0.541,3.21,0.203,0.498,1,10,5.3,1.9,0.069,1,0,1,0,3
marketing,2000,90,senior,47.26,13,0.965,0.774,4.82,0.123,0.953,1,20,6.0,5.5,0.945,1,0,3,1,3
dev,2000,60,mid,48.74,3,0.71,0.49,4.03,0.203,0.517,7,10,1.3,4.1,0.975,1,1,2,0,2
data,1000,14,junior,16.76,1,0.537,0.492,3.17,0.175,0.489,14,30,12.2,0.5,0.67,0,1,1,0,0
data,2000,7,expert,112.75,1,0.846,0.965,4.61,0.035,0.834,14,10,6.9,10.0,-0.255,0,1,4,1,0
design,500,60,senior,70.76,10,0.879,0.935,4.59,0.147,0.877,0,20,7.5,6.7,-1.0,1,1,3,1,1
data,5000,60,junior,24.73,17,0.746,0.448,3.03,0.211,0.707,3,20,1.9,1.9,0.198,1,1,1,1,0
design,5000,90,senior,70.14,29,1.0,0.791,4.18,0.095,0.772,7,20,1.8,7.1,0.561,1,0,3,0,1
writing,500,30,junior,14.11,54,0.579,0.717,3.46,0.135,0.497,0,40,9.2,2.0,0.871,1,0,1,1,4
marketing,5000,60,senior,99.75,62,0.795,0.853,4.77,0.066,0.781,0,10,1.1,7.3,0.798,1,1,3,0,3
dev,5000,7,expert,82.97,1,1.0,0.732,5.0,0.084,0.733,14,10,1.6,9.0,0.664,0,1,4,1,2
writing,500,30,mid,39.46,17,0.98,0.685,4.66,0.142,0.543,0,10,2.1,3.7,-1.0,1,1,2,0,4
dev,2000,60,mid,25.4,15,0.783,0.775,4.07,0.169,0.765,7,30,6.6,4.2,0.508,1,1,2,0,2
data,500,90,senior,42.1,4,0.806,0.884,4.86,0.11,0.861,3,40,5.3,6.8,-1.0,1,1,3,1,0
marketing,10000,60,junior,13.81,12,0.726,0.607,3.71,0.203,0.542,0,40,0.3,1.5,0.055,1,1,1,1,3
writing,5000,14,senior,54.02,32,1.0,0.889,4.89,0.106,0.785,3,30,4.9,6.3,0.432,1,0,3,1,4
data,1000,7,junior,17.21,52,0.621,0.541,3.21,0.203,0.498,1,10,5.3,1.9,0.688,1,1,1,0,0
data,2000,60,junior,13.38,7,0.486,0.688,3.47,0.219,0.512,7,20,7.9,2.2,0.268,1,1,1,1,0
data,1000,30,senior,62.95,42,0.785,0.871,5.0,0.037,0.775,0,10,3.4,6.2,-0.518,1,1,3,1,0
data,10000,60,mid,34.27,3,0.73,0.681,3.77,0.123,0.608,0,10,0.7,3.3,0.137,1,1,2,1,0
design,500,30,mid,36.69,5,0.957,0.829,3.65,0.146,0.714,3,30,10.0,3.9,-0.935,1,1,2,1,1
dev,500,14,mid,36.96,48,0.618,0.753,3.59,0.143,0.73,3,40,4.3,3.0,-0.957,1,1,2,1,2
dev,5000,30,expert,116.92,3,0.85,0.709,4.91,0.01,0.928,7,30,6.4,8.4,0.935,1,0,4,0,2
data,2000,30,senior,60.42,48,0.848,0.797,4.39,0.103,0.787,3,30,19.4,6.4,0.792,1,1,3,1,0
dev,1000,90,senior,105.59,11,0.833,0.604,3.9,0.091,0.785,1,30,13.7,6.1,-1.0,1,0,3,0,2
writing,2000,30,senior,92.89,109,0.862,0.711,4.67,0.072,0.667,0,20,1.4,6.9,0.142,1,1,3,0,4
dev,10000,7,junior,11.02,30,0.562,0.479,3.36,0.189,0.7,3,10,8.7,2.0,0.044,1,1,1,1,2
dev,500,60,junior,16.97,26,0.717,0.464,2.89,0.171,0.658,7,40,22.3,2.9,0.642,1,1,1,0,2
marketing,500,30,junior,10.08,5,0.69,0.53,3.53,0.207,0.53,1,10,11.9,3.1,0.806,1,1,1,0,3
marketing,1000,90,junior,14.83,5,0.559,0.514,2.67,0.226,0.457,3,40,8.5,0.8,0.593,1,1,1,1,3
data,1000,90,senior,53.0,200,0.786,0.907,4.68,0.147,0.828,1,40,7.7,5.6,-0.12,1,1,3,0,0
writing,1000,30,mid,23.12,42,0.803,0.594,4.09,0.149,0.518,0,10,1.5,5.2,0.925,1,1,2,1,4
data,500,30,senior,77.72,103,0.776,0.852,4.6,0.099,0.853,0,20,6.2,6.6,-1.0,1,0,3,1,0
writing,2000,90,mid,45.24,5,0.801,0.816,3.86,0.153,0.816,7,30,1.0,3.8,0.905,1,1,2,1,4
writing,2000,30,mid,39.99,38,0.796,0.576,3.34,0.137,0.59,0,10,20.2,5.9,0.8,1,1,2,1,4
design,10000,30,mid,26.22,27,0.759,0.875,4.65,0.166,0.74,14,30,20.6,4.0,0.105,1,1,2,1,1
marketing,20000,14,junior,11.75,3,0.639,0.499,2.73,0.215,0.61,1,10,5.9,3.3,0.023,1,1,1,1,3
design,1000,60,junior,21.46,59,0.504,0.601,2.94,0.203,0.343,0,20,10.3,0.1,0.858,1,1,1,1,1
data,20000,30,senior,67.06,6,0.79,1.0,5.0,0.118,0.787,3,10,1.1,5.8,0.134,1,0,3,1,0
dev,500,30,junior,8.0,3,0.52,0.617,2.28,0.184,0.712,7,30,10.4,2.3,0.64,1,1,1,1,2
design,5000,30,mid,30.73,132,0.687,0.673,3.74,0.191,0.642,3,30,1.3,2.5,0.246,1,1,2,1,1
writing,500,7,mid,36.77,27,0.613,0.902,3.79,0.159,0.675,0,10,7.7,3.6,-0.942,1,1,2,1,4
data,10000,60,expert,152.21,186,0.873,0.853,5.0,0.106,0.931,7,20,1.1,6.5,0.609,1,1,4,1,0
data,2000,30,expert,132.1,51,0.972,0.839,4.31,0.018,0.779,1,20,0.7,8.9,-0.642,1,1,4,1,0
writing,2000,14,mid,38.07,17,0.84,0.587,4.26,0.195,0.569,0,20,7.5,1.5,0.761,1,1,2,1,4
design,500,30,junior,14.96,25,0.686,0.657,3.58,0.148,0.812,7,20,20.7,1.1,0.803,1,0,1,0,1
data,2000,30,junior,8.0,18,0.72,0.461,3.01,0.192,0.488,0,10,26.2,3.4,0.16,1,1,1,0,0
marketing,5000,7,mid,24.93,33,0.672,0.761,3.83,0.165,0.651,0,30,14.3,4.7,0.199,1,1,2,1,3
data,1000,60,mid,37.64,56,0.873,0.692,3.53,0.121,0.416,3,20,1.6,4.9,0.494,1,0,2,1,0
design,500,7,mid,42.3,1,1.0,0.719,4.61,0.165,0.625,7,40,0.9,3.3,-1.0,0,1,2,1,1
dev,500,14,expert,103.04,54,1.0,0.799,4.44,0.01,0.871,1,20,2.6,8.7,-1.0,1,1,4,0,2
dev,2000,30,mid,37.92,55,0.776,0.785,3.55,0.157,0.682,14,30,1.8,6.8,0.758,1,1,2,1,2
marketing,5000,60,mid,26.91,76,0.682,0.8,5.0,0.147,0.719,3,10,6.9,4.1,0.215,1,0,2,1,3
design,5000,60,senior,73.22,87,0.832,0.949,4.68,0.111,0.887,0,20,0.5,4.4,0.586,1,1,3,1,1
dev,5000,90,mid,48.74,3,0.71,0.49,4.03,0.203,0.517,7,10,1.3,4.1,0.39,1,1,2,1,2
design,5000,7,mid,36.81,36,0.783,0.743,4.61,0.176,0.557,3,30,1.0,4.9,0.294,1,1,2,1,1
marketing,1000,30,junior,19.68,2,0.605,0.488,3.58,0.266,0.512,0,20,3.2,1.3,0.787,1,1,1,0,3
writing,20000,30,mid,39.41,24,0.813,0.711,4.03,0.209,0.677,1,10,6.4,3.5,0.079,1,1,2,1,4
